7039 1104 566 1
740 1081 600 0
1489 1117 556 0
7370 1080 494 1
932 1108 592 0
6450 1103 568 1
1252 1147 529 0
6206 1112 517 1
7123 1071 474 1
7610 1080 579 1
1046 1110 734 0
6941 1087 707 1
7142 1111 718 1
869 1083 744 0
6795 1103 701 1
7139 1104 672 1
2623 1117 712 0
6578 1099 707 1
7113 1104 662 1
814 1080 692 0
7027 1072 645 1
704 1090 698 0
6660 1095 638 1
986 1109 607 0
6417 1104 584 1
1313 1112 541 0
6142 1112 532 1
2418 1134 485 0
5521 1119 480 1
7028 1095 434 1
3940 1137 499 0
6949 1087 497 1
7030 1103 544 1
7062 1103 588 1
7105 1103 634 1
2683 1116 678 0
7041 1080 673 1
1108 1104 709 0
6294 1112 687 1
1958 1134 628 0
6155 1119 621 1
2027 1127 564 0
6826 1096 558 1
7135 1096 574 1
3296 1119 624 0
7409 1084 621 1
1105 1104 730 0
6365 1111 707 1
1499 1112 649 0
6210 1123 642 1
7129 1097 584 1
1346 1113 634 0
7585 1080 624 1
1123 1111 764 0
6375 1111 739 1
1545 1117 678 0
6493 1104 671 1
7046 1098 624 1
1802 1139 674 0
1024 1119 667 0
2387 1120 590 0
6745 1103 525 1
1339 1112 510 0
6729 1095 503 1
2267 1154 519 0
2343 1112 513 0
5642 1116 457 1
7191 1098 414 1
1703 1117 476 0
7028 1072 469 1
520 1086 551 0
6983 1093 484 1
817 1110 472 0
6664 1104 444 1
1190 1112 418 0
7222 1087 408 1
7259 1102 465 1
7279 1103 520 1
7359 1101 573 1
7428 1103 622 1
7842 1063 666 1
833 1096 771 0
7045 1080 715 1
916 1103 695 0
6960 1088 656 1
953 1104 628 0
7768 1087 600 1
1142 1104 715 0
8007 1059 692 1
1276 1111 837 0
6765 1104 815 1
1388 1112 753 0
7226 1088 739 1
1269 1111 749 0
6837 1104 731 1
1198 1111 684 0
6819 1095 666 1
964 1106 637 0
7378 1080 610 1
1037 1104 711 0
7024 1087 685 1
7120 1103 714 1
7322 1103 746 1
7317 1104 790 1
7428 1103 822 1
7374 1106 861 1
2682 1119 888 0
5269 1120 883 1
3068 1125 796 0
6292 1112 792 1
7291 1104 721 1
7387 1103 762 1
2199 1134 806 0
4748 1120 800 1
4400 1123 720 0
6262 1128 719 1
2465 1131 655 0
6806 1096 650 1
2454 1119 647 0
6815 1096 642 1
2436 1125 639 0
6793 1095 634 1
2418 1112 632 0
7315 1080 627 1
1027 1104 713 0
7901 1056 686 1
1276 1112 867 0
7003 1060 846 1
1277 1112 854 0
6656 1096 834 1
1099 1104 786 0
7599 1064 760 1
7092 1113 880 1
7590 1109 888 1
6206 1119 920 0
8089 1044 919 1
1385 1111 913 0
6998 1032 895 1
1029 1096 903 0
6867 1097 858 1
849 1080 842 0
765 1095 782 0
8461 1104 683 1
4806 1119 662 0
7591 1120 659 1
9449 1104 600 1
1117 1095 645 0
10812 1095 611 1
1710 1112 730 0
4562 1123 714 0
8274 1106 639 1
1154 1087 578 0
9860 1099 551 1
8987 1103 549 1
1091 1111 582 0
9496 1104 559 1
2674 1120 576 0
8910 1095 570 1
7550 1096 576 1
4908 1149 636 0
7189 1088 635 1
1387 1112 648 0
7234 1099 638 1
1461 1112 651 0
6428 1112 642 1
2499 1142 583 0
5153 1128 578 1
2419 1128 521 0
4584 1160 516 1
9214 1096 464 1
4790 1135 531 0
6474 1119 530 1
7083 1096 482 1
1411 1111 543 0
6845 1101 536 1
1375 1112 542 0
7083 1097 535 1
7542 1096 539 1
3338 1158 593 0
6498 1108 589 1
1579 1112 544 0
6510 1080 537 1
7818 1101 517 1
2176 1153 580 0
1091 1098 574 0
1514 1115 507 0
6043 1150 449 1
445 1080 405 0
7962 1105 349 1
8068 1098 377 1
9785 1095 404 1
1343 1116 667 0
7157 1146 649 1
2483 1126 587 0
4954 1125 581 1
4998 1130 522 0
7007 1120 521 1
5033 1156 472 0
7074 1118 471 1
8157 1096 428 1
772 1088 492 0
1550 1111 456 0
8894 1090 403 1
8029 1118 558 1
8939 1078 569 1
810 1100 655 0
7601 1119 597 1
2256 1119 544 0
3009 1095 538 0
8036 1095 480 1
479 1081 476 0
408 1072 407 0
7948 1096 335 1
8703 1080 368 1
8693 1092 484 1
1398 1111 582 0
7447 1130 569 1
8759 1097 516 1
2313 1120 580 0
8228 1103 574 1
8760 1079 569 1
846 1103 635 0
8467 1096 588 1
1693 1116 606 0
8398 1096 598 1
8848 1103 606 1
2413 1140 660 0
9205 1088 654 1
1433 1111 768 0
7428 1129 749 1
2731 1136 677 0
4122 1119 671 0
7427 1122 601 1
8771 1100 544 1
8861 1102 604 1
4666 1119 658 0
6871 1119 656 1
2611 1139 593 0
4636 1119 587 0
7390 1124 527 1
4992 1119 478 0
7362 1119 477 1
2634 1142 433 0
8243 1096 427 1
8646 1096 460 1
8695 1096 530 1
1615 1115 587 0
8684 1080 578 1
8848 1104 636 1
2379 1112 681 0
8487 1100 675 1
1765 1119 680 0
8393 1098 672 1
2305 1132 666 0
8350 1102 659 1
8917 1103 650 1
4637 1133 700 0
8424 1096 697 1
8726 1104 691 1
1163 1101 716 0
7889 1118 685 1
2686 1139 623 0
5524 1146 617 1
2493 1123 555 0
5155 1119 549 1
8739 1099 494 1
2270 1119 560 0
2723 1119 554 0
5712 1107 493 1
8807 1075 444 1
662 1096 517 0
9773 1103 467 1
10852 1095 503 1
1611 1112 640 0
9918 1107 624 1
5623 1134 625 0
9909 1104 623 1
2792 1141 622 0
1162 1093 616 0
524 1088 542 0
8541 1095 454 1
400 1080 413 0
377 1032 346 0
10274 1096 280 1
1349 1114 445 0
4811 1111 431 0
1628 1115 385 0
11529 1095 339 1
1577 1115 576 0
11153 1096 562 1
11415 1095 722 1
10332 1112 856 1
2422 1119 871 0
9019 1120 864 1
3571 1125 783 0
6903 1119 777 1
5227 1111 700 0
10152 1096 697 1
10414 1112 725 1
10410 1112 748 1
1171 1095 772 0
811 1120 727 0
9782 1103 626 1
1639 1111 614 0
9752 1104 600 1
1907 1118 592 0
966 1096 583 0
9571 1103 509 1
10133 1103 494 1
10234 1104 549 1
1864 1112 602 0
969 1128 593 0
9816 1080 515 1
744 1096 542 0
10052 1104 486 1
2510 1157 518 0
11162 1096 511 1
1663 1124 684 0
9910 1104 668 1
2618 1122 660 0
9879 1104 653 1
1923 1112 638 0
6171 1106 629 1
9605 1119 566 1
2501 1146 574 0
5436 1120 567 0
4709 1128 509 0
455 1090 456 0
395 1072 378 0
9311 1080 310 1
7346 1132 349 1
10182 1096 350 1
1459 1112 467 0
7066 1157 454 1
2767 1119 409 0
9753 1104 403 1
8032 1096 438 1
6991 1095 501 1
7193 1100 561 1
2427 1119 621 0
6807 1096 616 1
2158 1133 615 0
4077 1133 609 0
6245 1135 547 1
2287 1143 501 0
6869 1088 495 1
7087 1096 527 1
1175 1104 581 0
6702 1103 568 1
2802 1125 566 0
6562 1096 562 1
944 1111 535 0
6421 1104 514 1
1196 1112 480 0
6971 1088 470 1
7018 1103 524 1
1612 1113 570 0
6136 1144 563 1
6946 1096 509 1
7045 1096 560 1
1213 1113 609 0
599 1086 596 0
6650 1096 511 1
2717 1126 520 0
6583 1095 515 1
886 1108 496 0
6461 1104 472 1
1035 1112 446 0
7000 1087 432 1
1025 1111 500 0
6485 1112 482 1
1536 1152 444 0
7316 1163 437 1
2731 1133 395 0
4547 1122 389 0
9857 1103 348 1
2388 1147 402 0
9691 1103 395 1
2806 1149 429 0
8265 1147 423 1
2799 1127 383 0
5096 1158 377 0
9874 1108 337 1
10808 1086 392 1
680 1099 536 0
8357 1127 478 1
2776 1124 433 0
4789 1152 427 0
7231 1119 382 1
2711 1128 345 0
4689 1141 339 0
9864 1103 303 1
2488 1142 366 0
4956 1134 360 0
9888 1103 321 1
2367 1119 381 0
5058 1141 375 0
7376 1156 335 1
2753 1133 303 0
4700 1140 297 0
10696 1096 265 1
1406 1112 435 0
9894 1103 422 1
2660 1140 461 0
9765 1114 455 1
1330 1114 477 0
9403 1095 461 1
926 1109 455 0
8062 1131 424 1
10201 1103 384 1
10189 1103 458 1
10483 1096 520 1
10587 1096 617 1
9912 1123 690 1
2828 1119 699 0
5509 1120 693 0
6925 1133 622 1
11499 1092 560 1
10018 1119 745 1
2687 1129 754 0
9909 1103 747 1
10381 1106 718 1
8144 1117 748 1
648 1084 749 0
10093 1096 647 1
1810 1112 668 0
6974 1128 656 1
5580 1139 591 0
6761 1119 589 1
5595 1142 531 0
9879 1103 529 1
2651 1146 546 0
9382 1130 540 1
466 1081 510 0
1534 1112 434 0
10082 1104 383 1
2418 1149 434 0
2981 1116 427 0
8829 1112 379 1
2323 1119 351 0
6554 1119 345 1
2663 1158 311 0
4233 1159 305 0
7398 1139 271 1
10047 1104 245 1
10047 1109 334 1
10505 1095 411 1
1388 1111 543 0
7185 1127 525 1
2751 1155 473 0
4757 1159 467 0
4603 1113 418 0
11461 1096 373 1
1605 1114 646 0
9907 1104 630 1
2502 1144 628 0
3447 1119 621 0
4988 1096 554 0
8845 1125 496 1
2481 1119 454 0
6029 1119 448 1
2769 1144 403 0
9726 1104 397 1
1327 1106 431 0
9376 1087 417 1
787 1104 423 0
9975 1103 386 1
10105 1087 436 1
10243 1103 496 1
10827 1095 573 1
1602 1111 686 0
9927 1104 668 1
2800 1119 660 0
3486 1119 654 0
10564 1104 584 1
1623 1112 668 0
11014 1092 652 1
1757 1112 778 0
9893 1103 761 1
8825 1119 734 1
5628 1119 737 0
9917 1104 735 1
5579 1119 713 0
9920 1104 711 1
2723 1136 694 0
3174 1126 687 0
5220 1103 613 0
512 1087 549 0
448 1088 459 0
10105 1095 380 1
1255 1111 486 0
6467 1112 472 1
2323 1144 431 0
7889 1080 426 1
1007 1100 656 0
6397 1111 630 1
1364 1112 581 0
6104 1112 572 1
2345 1137 521 0
6805 1095 516 1
7119 1096 540 1
7153 1095 593 1
2224 1132 649 0
3357 1124 643 0
6323 1115 576 1
7044 1099 530 1
928 1096 581 0
510 1085 556 0
441 1089 471 0
1585 1119 393 0
5862 1131 347 1
457 1087 315 0
314 1024 276 0
289 1047 222 0
6030 1120 173 1
4936 1150 172 1
6826 1114 173 1
2052 1119 270 0
6748 1095 265 1
6940 1099 340 1
4935 1119 418 1
7063 1096 419 1
2528 1128 490 0
6810 1095 485 1
2303 1119 514 0
6290 1111 509 1
7011 1102 469 1
7210 1096 532 1
7178 1100 600 1
7304 1096 652 1
7254 1103 708 1
7375 1098 748 1
7321 1104 794 1
4941 1119 828 1
7314 1103 828 1
4498 1119 855 0
6853 1091 854 1
1466 1112 828 0
6853 1089 816 1
7849 1039 796 1
1343 1112 915 0
6258 1112 894 1
7293 1112 812 1
1422 1113 838 0
1635 1111 824 0
6701 1087 735 1
1029 1105 698 0
6965 1087 672 1
1206 1112 692 0
6266 1112 676 1
7157 1103 617 1
2411 1111 663 0
6621 1101 658 1
1019 1114 623 0
6972 1085 601 1
7093 1104 636 1
7133 1103 666 1
7167 1104 703 1
2042 1120 738 0
7113 1080 732 1
1175 1111 765 0
6306 1112 744 1
7194 1103 679 1
2324 1126 717 0
7071 1080 711 1
1105 1111 749 0
6303 1111 724 1
1999 1119 661 0
6851 1088 655 1
1522 1112 658 0
6209 1131 651 1
2406 1133 591 0
6798 1095 586 1
2295 1136 595 0
2528 1109 589 0
8026 1084 526 1
1149 1104 773 0
6273 1111 750 1
2001 1120 683 0
6834 1094 677 1
7211 1103 672 1
3401 1119 713 0
6292 1111 710 1
1937 1128 648 0
6176 1119 641 1
2031 1136 582 0
7323 1081 576 1
1024 1110 674 0
5194 1098 649 1
466 1086 586 0
455 1080 499 0
6618 1096 419 1
1248 1125 446 0
602 1088 438 0
6488 1110 376 1
658 1095 372 0
6527 1096 344 1
7022 1106 386 1
7139 1096 462 1
1998 1125 536 0
6800 1101 530 1
7179 1095 548 1
4625 1132 612 0
7351 1079 611 1
1023 1104 717 0
6367 1111 689 1
7148 1103 633 1
1502 1112 676 0
2709 1136 668 0
6750 1096 597 1
764 1090 585 0
6728 1096 547 1
2720 1124 554 0
4339 1127 549 1
2737 1120 494 0
4211 1109 490 0
6642 1096 439 1
4996 1118 468 1
7092 1095 469 1
7191 1096 536 1
2408 1119 604 0
6403 1106 599 1
1318 1112 555 0
6691 1118 546 1
6948 1095 524 1
2887 1119 579 0
6777 1095 575 1
2798 1128 586 0
6109 1114 581 1
2823 1119 528 0
5334 1134 524 1
480 1080 473 0
6515 1104 417 1
2709 1119 414 0
4218 1119 410 1
2820 1136 368 0
8161 1119 363 1
10082 1104 330 1
5754 1119 405 0
9109 1133 404 1
2395 1149 374 0
9991 1097 368 1
10739 1088 429 1
8827 1127 569 1
1550 1106 572 0
9748 1104 558 1
1833 1112 560 0
9751 1103 551 1
5515 1126 555 0
9040 1116 553 1
10290 1104 506 1
2024 1128 564 0
989 1100 557 0
2193 1130 486 0
9851 1095 431 1
783 1114 443 0
8564 1132 403 1
9904 1103 365 1
10071 1103 433 1
5706 1158 499 0
6934 1114 497 1
523 1088 448 0
9436 1111 388 1
9972 1105 384 1
10159 1102 453 1
3315 1119 520 0
9761 1104 515 1
10337 1104 526 1
6532 1148 588 0
9012 1119 587 1
10329 1104 536 1
5370 1120 592 0
9042 1114 590 1
10324 1107 538 1
5081 1122 592 0
9142 1138 589 1
2601 1120 540 0
8828 1119 534 1
3247 1124 485 0
7986 1130 480 1
6966 1148 433 1
6967 1155 433 1
6941 1128 433 1
6966 1148 433 1
6865 1151 433 1
6917 1122 433 1
7090 1149 433 1
6967 1153 433 1
6903 1150 433 1
6968 1156 433 1
6999 1152 433 1
6672 1128 433 1
3136 1119 433 0
4934 1119 428 0
9941 1103 383 1
5452 1148 431 0
6812 1157 429 1
2802 1148 387 0
9692 1103 381 1
9634 1095 420 1
10984 1095 444 1
1563 1112 618 0
9923 1103 602 1
10459 1103 607 1
1475 1104 656 0
639 1089 636 0
521 1095 540 0
9536 1081 450 1
769 1103 462 0
8668 1119 419 1
2799 1159 381 0
5241 1119 375 0
7204 1119 336 1
11501 1095 304 1
1417 1112 554 0
10633 1095 536 1
1574 1112 634 0
7430 1119 618 1
10439 1104 558 1
1873 1112 614 0
10921 1096 605 1
1716 1112 734 0
4637 1103 718 0
8559 1106 643 1
1175 1111 581 0
4230 1125 553 0
5831 1160 494 0
7161 1159 443 1
2752 1141 399 0
4945 1121 393 0
7956 1142 351 1
10120 1103 318 1
5076 1119 399 0
7278 1119 397 1
2801 1140 359 0
5176 1119 353 0
7524 1159 316 1
5551 1120 286 0
9862 1103 285 1
2191 1143 354 0
5660 1156 347 0
7659 1147 311 1
2776 1137 281 0
5161 1125 275 0
7558 1156 246 1
2791 1126 223 0
9507 1106 218 1
4883 1119 289 0
9868 1103 287 1
